Collection_code,N_samples,id
iNaturalist,17,CA_Los Angeles_A31_A_259
other,77,CA_Los Angeles_A31_A_259
ebird,92,CA_Los Angeles_A32_A_260
iNaturalist,16,CA_Los Angeles_A32_A_260
other,2,CA_Los Angeles_A32_A_260
ebird,524,CA_Los Angeles_A33_A_261
iNaturalist,13,CA_Los Angeles_A33_A_261
other,0,CA_Los Angeles_A33_A_261
ebird,16,CA_Los Angeles_A34_A_262
iNaturalist,13,CA_Los Angeles_A34_A_262
other,0,CA_Los Angeles_A34_A_262
ebird,253,CA_Los Angeles_A35_A_263
iNaturalist,30,CA_Los Angeles_A35_A_263
other,0,CA_Los Angeles_A35_A_263
iNaturalist,1,CA_Los Angeles_A36_A_264
other,0,CA_Los Angeles_A36_A_264
ebird,0,CA_Los Angeles_A36_A_264
ebird,2930,CA_Los Angeles_A37_A_265
iNaturalist,87,CA_Los Angeles_A37_A_265
other,98,CA_Los Angeles_A37_A_265
ebird,94,CA_Los Angeles_A38_A_266
iNaturalist,4,CA_Los Angeles_A38_A_266
other,0,CA_Los Angeles_A38_A_266
ebird,224,CA_Los Angeles_A38_A_267
iNaturalist,24,CA_Los Angeles_A38_A_267
other,0,CA_Los Angeles_A38_A_267
ebird,2,CA_Los Angeles_A39_A_268
iNaturalist,6,CA_Los Angeles_A39_A_268
other,0,CA_Los Angeles_A39_A_268
ebird,21512,CA_Los Angeles_A4_A_269
iNaturalist,320,CA_Los Angeles_A4_A_269
other,67,CA_Los Angeles_A4_A_269
ebird,324,CA_Los Angeles_A40_A_270
iNaturalist,10,CA_Los Angeles_A40_A_270
other,1,CA_Los Angeles_A40_A_270
ebird,3580,CA_Los Angeles_A41_A_271
iNaturalist,38,CA_Los Angeles_A41_A_271
other,19,CA_Los Angeles_A41_A_271
ebird,62,CA_Los Angeles_A42_A_272
iNaturalist,6,CA_Los Angeles_A42_A_272
other,1,CA_Los Angeles_A42_A_272
ebird,2189,CA_Los Angeles_A43_A_273
iNaturalist,43,CA_Los Angeles_A43_A_273
other,3,CA_Los Angeles_A43_A_273
ebird,264,CA_Los Angeles_A46_A_274
iNaturalist,23,CA_Los Angeles_A46_A_274
other,0,CA_Los Angeles_A46_A_274
ebird,31,CA_Los Angeles_A47_A_275
iNaturalist,10,CA_Los Angeles_A47_A_275
other,0,CA_Los Angeles_A47_A_275
iNaturalist,4,CA_Los Angeles_A48_A_276
other,0,CA_Los Angeles_A48_A_276
ebird,0,CA_Los Angeles_A48_A_276
iNaturalist,1,CA_Los Angeles_A49_A_277
other,0,CA_Los Angeles_A49_A_277
ebird,0,CA_Los Angeles_A49_A_277
ebird,117,CA_Los Angeles_A5_A_278
iNaturalist,22,CA_Los Angeles_A5_A_278
other,0,CA_Los Angeles_A5_A_278
iNaturalist,5,CA_Los Angeles_A50_A_279
other,0,CA_Los Angeles_A50_A_279
ebird,0,CA_Los Angeles_A50_A_279
iNaturalist,2,CA_Los Angeles_A51_A_280
other,0,CA_Los Angeles_A51_A_280
ebird,0,CA_Los Angeles_A51_A_280
ebird,208,CA_Los Angeles_A52_A_281
iNaturalist,16,CA_Los Angeles_A52_A_281
other,0,CA_Los Angeles_A52_A_281
ebird,8,CA_Los Angeles_A53_A_282
iNaturalist,5,CA_Los Angeles_A53_A_282
other,0,CA_Los Angeles_A53_A_282
iNaturalist,2,CA_Los Angeles_A54_A_283
other,0,CA_Los Angeles_A54_A_283
ebird,0,CA_Los Angeles_A54_A_283
ebird,684,CA_Los Angeles_A55_A_284
iNaturalist,10,CA_Los Angeles_A55_A_284
other,0,CA_Los Angeles_A55_A_284
ebird,199,CA_Los Angeles_A56_A_285
iNaturalist,16,CA_Los Angeles_A56_A_285
other,0,CA_Los Angeles_A56_A_285
ebird,139,CA_Los Angeles_A58_A_286
other,0,CA_Los Angeles_A58_A_286
iNaturalist,0,CA_Los Angeles_A58_A_286
ebird,13042,CA_Los Angeles_A59_A_287
iNaturalist,241,CA_Los Angeles_A59_A_287
other,9,CA_Los Angeles_A59_A_287
ebird,176,CA_Los Angeles_A6_A_288
iNaturalist,23,CA_Los Angeles_A6_A_288
other,1,CA_Los Angeles_A6_A_288
ebird,412,CA_Los Angeles_A60_A_289
iNaturalist,32,CA_Los Angeles_A60_A_289
other,0,CA_Los Angeles_A60_A_289
ebird,146,CA_Los Angeles_A7_A_290
iNaturalist,14,CA_Los Angeles_A7_A_290
other,1,CA_Los Angeles_A7_A_290
ebird,5437,CA_Los Angeles_A8_A_291
iNaturalist,21,CA_Los Angeles_A8_A_291
other,0,CA_Los Angeles_A8_A_291
ebird,4635,CA_Los Angeles_A9_A_292
iNaturalist,220,CA_Los Angeles_A9_A_292
other,9,CA_Los Angeles_A9_A_292
iNaturalist,2,CA_Los Angeles_B1_B_293
other,0,CA_Los Angeles_B1_B_293
ebird,0,CA_Los Angeles_B1_B_293
ebird,68,CA_Los Angeles_B10_B_294
iNaturalist,19,CA_Los Angeles_B10_B_294
other,1,CA_Los Angeles_B10_B_294
ebird,26,CA_Los Angeles_B100_B_295
iNaturalist,3,CA_Los Angeles_B100_B_295
other,0,CA_Los Angeles_B100_B_295
ebird,94,CA_Los Angeles_B101_B_296
iNaturalist,27,CA_Los Angeles_B101_B_296
other,0,CA_Los Angeles_B101_B_296
ebird,1,CA_Los Angeles_B102_B_297
iNaturalist,3,CA_Los Angeles_B102_B_297
other,0,CA_Los Angeles_B102_B_297
ebird,32,CA_Los Angeles_B103_B_298
iNaturalist,4,CA_Los Angeles_B103_B_298
other,0,CA_Los Angeles_B103_B_298
iNaturalist,4,CA_Los Angeles_B104_B_299
other,0,CA_Los Angeles_B104_B_299
ebird,0,CA_Los Angeles_B104_B_299
ebird,34,CA_Los Angeles_B105_B_300
iNaturalist,4,CA_Los Angeles_B105_B_300
other,0,CA_Los Angeles_B105_B_300
ebird,1625,CA_Los Angeles_B106_B_301
iNaturalist,4,CA_Los Angeles_B106_B_301
other,0,CA_Los Angeles_B106_B_301
ebird,42,CA_Los Angeles_B107_B_302
iNaturalist,2,CA_Los Angeles_B107_B_302
other,0,CA_Los Angeles_B107_B_302
other,0,CA_Los Angeles_B108_B_303
iNaturalist,0,CA_Los Angeles_B108_B_303
ebird,0,CA_Los Angeles_B108_B_303
ebird,30,CA_Los Angeles_B109_B_304
iNaturalist,5,CA_Los Angeles_B109_B_304
other,0,CA_Los Angeles_B109_B_304
ebird,384,CA_Los Angeles_B11_B_305
iNaturalist,21,CA_Los Angeles_B11_B_305
other,0,CA_Los Angeles_B11_B_305
ebird,1,CA_Los Angeles_B110_B_306
iNaturalist,3,CA_Los Angeles_B110_B_306
other,0,CA_Los Angeles_B110_B_306
ebird,16,CA_Los Angeles_B111_B_307
iNaturalist,8,CA_Los Angeles_B111_B_307
other,0,CA_Los Angeles_B111_B_307
ebird,1,CA_Los Angeles_B112_B_308
iNaturalist,2,CA_Los Angeles_B112_B_308
other,0,CA_Los Angeles_B112_B_308
ebird,2,CA_Los Angeles_B113_B_309
other,0,CA_Los Angeles_B113_B_309
iNaturalist,0,CA_Los Angeles_B113_B_309
ebird,25,CA_Los Angeles_B114_B_310
iNaturalist,2,CA_Los Angeles_B114_B_310
other,0,CA_Los Angeles_B114_B_310
ebird,1206,CA_Los Angeles_B115_B_311
iNaturalist,2,CA_Los Angeles_B115_B_311
other,39,CA_Los Angeles_B115_B_311
ebird,36,CA_Los Angeles_B116_B_312
iNaturalist,1,CA_Los Angeles_B116_B_312
other,0,CA_Los Angeles_B116_B_312
ebird,1976,CA_Los Angeles_B117_B_313
iNaturalist,47,CA_Los Angeles_B117_B_313
other,7,CA_Los Angeles_B117_B_313
ebird,4124,CA_Los Angeles_B118_B_314
iNaturalist,227,CA_Los Angeles_B118_B_314
other,20,CA_Los Angeles_B118_B_314
iNaturalist,3,CA_Los Angeles_B119_B_315
other,0,CA_Los Angeles_B119_B_315
ebird,0,CA_Los Angeles_B119_B_315
ebird,37,CA_Los Angeles_B119_B_316
iNaturalist,9,CA_Los Angeles_B119_B_316
other,0,CA_Los Angeles_B119_B_316
ebird,106,CA_Los Angeles_B12_B_317
iNaturalist,24,CA_Los Angeles_B12_B_317
other,0,CA_Los Angeles_B12_B_317
ebird,90,CA_Los Angeles_B120_B_318
iNaturalist,8,CA_Los Angeles_B120_B_318
other,0,CA_Los Angeles_B120_B_318
ebird,85,CA_Los Angeles_B121_B_319
iNaturalist,32,CA_Los Angeles_B121_B_319
other,1,CA_Los Angeles_B121_B_319
ebird,20,CA_Los Angeles_B122_B_320
iNaturalist,5,CA_Los Angeles_B122_B_320
other,0,CA_Los Angeles_B122_B_320
ebird,308,CA_Los Angeles_B13_B_321
iNaturalist,72,CA_Los Angeles_B13_B_321
other,2,CA_Los Angeles_B13_B_321
ebird,521,CA_Los Angeles_B14_B_322
iNaturalist,7,CA_Los Angeles_B14_B_322
other,0,CA_Los Angeles_B14_B_322
ebird,176,CA_Los Angeles_B15_B_323
iNaturalist,42,CA_Los Angeles_B15_B_323
other,0,CA_Los Angeles_B15_B_323
ebird,2767,CA_Los Angeles_B16_B_324
iNaturalist,43,CA_Los Angeles_B16_B_324
other,10,CA_Los Angeles_B16_B_324
ebird,95,CA_Los Angeles_B17_B_325
iNaturalist,19,CA_Los Angeles_B17_B_325
other,0,CA_Los Angeles_B17_B_325
ebird,2,CA_Los Angeles_B18_B_326
iNaturalist,13,CA_Los Angeles_B18_B_326
other,0,CA_Los Angeles_B18_B_326
ebird,183,CA_Los Angeles_B19_B_327
iNaturalist,11,CA_Los Angeles_B19_B_327
other,0,CA_Los Angeles_B19_B_327
iNaturalist,11,CA_Los Angeles_B2_B_328
other,0,CA_Los Angeles_B2_B_328
ebird,0,CA_Los Angeles_B2_B_328
ebird,20,CA_Los Angeles_B20_B_329
iNaturalist,3,CA_Los Angeles_B20_B_329
other,0,CA_Los Angeles_B20_B_329
ebird,154,CA_Los Angeles_B21_B_330
iNaturalist,5,CA_Los Angeles_B21_B_330
other,0,CA_Los Angeles_B21_B_330
ebird,108,CA_Los Angeles_B22_B_331
iNaturalist,8,CA_Los Angeles_B22_B_331
other,0,CA_Los Angeles_B22_B_331
ebird,333,CA_Los Angeles_B23_B_332
iNaturalist,19,CA_Los Angeles_B23_B_332
other,0,CA_Los Angeles_B23_B_332
ebird,27,CA_Los Angeles_B24_B_333
iNaturalist,12,CA_Los Angeles_B24_B_333
other,0,CA_Los Angeles_B24_B_333
ebird,1948,CA_Los Angeles_B25_B_334
iNaturalist,11,CA_Los Angeles_B25_B_334
other,0,CA_Los Angeles_B25_B_334
ebird,5518,CA_Los Angeles_B26_B_335
iNaturalist,44,CA_Los Angeles_B26_B_335
other,4,CA_Los Angeles_B26_B_335
ebird,226,CA_Los Angeles_B27_B_336
iNaturalist,12,CA_Los Angeles_B27_B_336
other,0,CA_Los Angeles_B27_B_336
ebird,776,CA_Los Angeles_B28_B_337
iNaturalist,26,CA_Los Angeles_B28_B_337
other,0,CA_Los Angeles_B28_B_337
ebird,250,CA_Los Angeles_B29_B_338
iNaturalist,75,CA_Los Angeles_B29_B_338
other,2,CA_Los Angeles_B29_B_338
ebird,695,CA_Los Angeles_B3_B_339
iNaturalist,12,CA_Los Angeles_B3_B_339
other,0,CA_Los Angeles_B3_B_339
ebird,273,CA_Los Angeles_B30_B_340
iNaturalist,39,CA_Los Angeles_B30_B_340
other,32,CA_Los Angeles_B30_B_340
ebird,969,CA_Los Angeles_B31_B_341
iNaturalist,20,CA_Los Angeles_B31_B_341
other,51,CA_Los Angeles_B31_B_341
ebird,241,CA_Los Angeles_B32_B_342
iNaturalist,6,CA_Los Angeles_B32_B_342
other,0,CA_Los Angeles_B32_B_342
ebird,21239,CA_Los Angeles_B33_B_343
iNaturalist,67,CA_Los Angeles_B33_B_343
other,1,CA_Los Angeles_B33_B_343
ebird,14406,CA_Los Angeles_B34_B_344
iNaturalist,16,CA_Los Angeles_B34_B_344
other,9,CA_Los Angeles_B34_B_344
ebird,492,CA_Los Angeles_B35_B_345
iNaturalist,20,CA_Los Angeles_B35_B_345
other,0,CA_Los Angeles_B35_B_345
ebird,690,CA_Los Angeles_B36_B_346
iNaturalist,24,CA_Los Angeles_B36_B_346
other,5,CA_Los Angeles_B36_B_346
ebird,214,CA_Los Angeles_B37_B_347
iNaturalist,4,CA_Los Angeles_B37_B_347
other,1,CA_Los Angeles_B37_B_347
ebird,24,CA_Los Angeles_B38_B_348
iNaturalist,5,CA_Los Angeles_B38_B_348
other,0,CA_Los Angeles_B38_B_348
ebird,25653,CA_Los Angeles_B39_B_349
iNaturalist,14,CA_Los Angeles_B39_B_349
other,0,CA_Los Angeles_B39_B_349
ebird,12,CA_Los Angeles_B4_B_350
iNaturalist,10,CA_Los Angeles_B4_B_350
other,0,CA_Los Angeles_B4_B_350
ebird,5096,CA_Los Angeles_B40_B_351
iNaturalist,82,CA_Los Angeles_B40_B_351
other,0,CA_Los Angeles_B40_B_351
ebird,163,CA_Los Angeles_B41_B_352
iNaturalist,16,CA_Los Angeles_B41_B_352
other,0,CA_Los Angeles_B41_B_352
ebird,395,CA_Los Angeles_B42_B_353
iNaturalist,7,CA_Los Angeles_B42_B_353
other,3,CA_Los Angeles_B42_B_353
ebird,3,CA_Los Angeles_B43_B_354
iNaturalist,1,CA_Los Angeles_B43_B_354
other,0,CA_Los Angeles_B43_B_354
ebird,1608,CA_Los Angeles_B44_B_355
iNaturalist,16,CA_Los Angeles_B44_B_355
other,0,CA_Los Angeles_B44_B_355
ebird,279,CA_Los Angeles_B45_B_356
other,78,CA_Los Angeles_B45_B_356
iNaturalist,0,CA_Los Angeles_B45_B_356
ebird,1580,CA_Los Angeles_B46_B_357
iNaturalist,43,CA_Los Angeles_B46_B_357
other,2,CA_Los Angeles_B46_B_357
ebird,137,CA_Los Angeles_B47_B_358
iNaturalist,23,CA_Los Angeles_B47_B_358
other,0,CA_Los Angeles_B47_B_358
ebird,26,CA_Los Angeles_B48_B_359
iNaturalist,3,CA_Los Angeles_B48_B_359
other,0,CA_Los Angeles_B48_B_359
ebird,90,CA_Los Angeles_B49_B_360
iNaturalist,2,CA_Los Angeles_B49_B_360
other,0,CA_Los Angeles_B49_B_360
ebird,6,CA_Los Angeles_B5_B_361
iNaturalist,2,CA_Los Angeles_B5_B_361
other,0,CA_Los Angeles_B5_B_361
ebird,1,CA_Los Angeles_B50_B_362
iNaturalist,2,CA_Los Angeles_B50_B_362
other,0,CA_Los Angeles_B50_B_362
ebird,707,CA_Los Angeles_B51_B_363
iNaturalist,40,CA_Los Angeles_B51_B_363
other,0,CA_Los Angeles_B51_B_363
ebird,38,CA_Los Angeles_B52_B_364
iNaturalist,7,CA_Los Angeles_B52_B_364
other,0,CA_Los Angeles_B52_B_364
ebird,128,CA_Los Angeles_B53_B_365
iNaturalist,9,CA_Los Angeles_B53_B_365
other,0,CA_Los Angeles_B53_B_365
ebird,1034,CA_Los Angeles_B54_B_366
iNaturalist,45,CA_Los Angeles_B54_B_366
other,6,CA_Los Angeles_B54_B_366
ebird,33,CA_Los Angeles_B55_B_367
iNaturalist,23,CA_Los Angeles_B55_B_367
other,0,CA_Los Angeles_B55_B_367
iNaturalist,1,CA_Los Angeles_B57_B_368
other,0,CA_Los Angeles_B57_B_368
ebird,0,CA_Los Angeles_B57_B_368
ebird,556,CA_Los Angeles_B58_B_369
iNaturalist,39,CA_Los Angeles_B58_B_369
other,23,CA_Los Angeles_B58_B_369
ebird,142,CA_Los Angeles_B59_B_370
other,0,CA_Los Angeles_B59_B_370
iNaturalist,0,CA_Los Angeles_B59_B_370
ebird,84,CA_Los Angeles_B6_B_371
iNaturalist,11,CA_Los Angeles_B6_B_371
other,0,CA_Los Angeles_B6_B_371
ebird,1,CA_Los Angeles_B60_B_372
iNaturalist,3,CA_Los Angeles_B60_B_372
other,0,CA_Los Angeles_B60_B_372
ebird,25,CA_Los Angeles_B61_B_373
iNaturalist,5,CA_Los Angeles_B61_B_373
other,0,CA_Los Angeles_B61_B_373
ebird,150,CA_Los Angeles_B62_B_374
iNaturalist,9,CA_Los Angeles_B62_B_374
other,0,CA_Los Angeles_B62_B_374
ebird,15,CA_Los Angeles_B63_B_375
iNaturalist,13,CA_Los Angeles_B63_B_375
other,0,CA_Los Angeles_B63_B_375
ebird,102,CA_Los Angeles_B64_B_376
iNaturalist,69,CA_Los Angeles_B64_B_376
other,4,CA_Los Angeles_B64_B_376
ebird,470,CA_Los Angeles_B65_B_377
iNaturalist,3,CA_Los Angeles_B65_B_377
other,0,CA_Los Angeles_B65_B_377
ebird,19,CA_Los Angeles_B66_B_378
iNaturalist,8,CA_Los Angeles_B66_B_378
other,0,CA_Los Angeles_B66_B_378
ebird,41,CA_Los Angeles_B67_B_379
iNaturalist,5,CA_Los Angeles_B67_B_379
other,0,CA_Los Angeles_B67_B_379
ebird,29,CA_Los Angeles_B68_B_380
iNaturalist,1,CA_Los Angeles_B68_B_380
other,0,CA_Los Angeles_B68_B_380
ebird,1615,CA_Los Angeles_B69_B_381
iNaturalist,28,CA_Los Angeles_B69_B_381
other,25,CA_Los Angeles_B69_B_381
ebird,202,CA_Los Angeles_B7_B_382
iNaturalist,13,CA_Los Angeles_B7_B_382
other,1,CA_Los Angeles_B7_B_382
ebird,105,CA_Los Angeles_B70_B_383
iNaturalist,8,CA_Los Angeles_B70_B_383
other,0,CA_Los Angeles_B70_B_383
ebird,100,CA_Los Angeles_B71_B_384
iNaturalist,4,CA_Los Angeles_B71_B_384
other,0,CA_Los Angeles_B71_B_384
ebird,273,CA_Los Angeles_B72_B_385
iNaturalist,27,CA_Los Angeles_B72_B_385
other,0,CA_Los Angeles_B72_B_385
ebird,28,CA_Los Angeles_B73_B_386
iNaturalist,11,CA_Los Angeles_B73_B_386
other,0,CA_Los Angeles_B73_B_386
ebird,557,CA_Los Angeles_B74_B_387
iNaturalist,30,CA_Los Angeles_B74_B_387
other,0,CA_Los Angeles_B74_B_387
ebird,871,CA_Los Angeles_B75_B_388
iNaturalist,91,CA_Los Angeles_B75_B_388
other,0,CA_Los Angeles_B75_B_388
ebird,4313,CA_Los Angeles_B76_B_389
iNaturalist,192,CA_Los Angeles_B76_B_389
other,3,CA_Los Angeles_B76_B_389
ebird,135,CA_Los Angeles_B77_B_390
iNaturalist,18,CA_Los Angeles_B77_B_390
other,2,CA_Los Angeles_B77_B_390
ebird,17,CA_Los Angeles_B78_B_391
iNaturalist,12,CA_Los Angeles_B78_B_391
other,0,CA_Los Angeles_B78_B_391
ebird,39,CA_Los Angeles_B79_B_392
iNaturalist,6,CA_Los Angeles_B79_B_392
other,0,CA_Los Angeles_B79_B_392
ebird,12,CA_Los Angeles_B8_B_393
iNaturalist,4,CA_Los Angeles_B8_B_393
other,0,CA_Los Angeles_B8_B_393
ebird,6,CA_Los Angeles_B80_B_394
iNaturalist,3,CA_Los Angeles_B80_B_394
other,0,CA_Los Angeles_B80_B_394
iNaturalist,8,CA_Los Angeles_B81_B_395
other,0,CA_Los Angeles_B81_B_395
ebird,0,CA_Los Angeles_B81_B_395
ebird,66,CA_Los Angeles_B82_B_396
iNaturalist,3,CA_Los Angeles_B82_B_396
other,0,CA_Los Angeles_B82_B_396
iNaturalist,7,CA_Los Angeles_B83_B_397
other,0,CA_Los Angeles_B83_B_397
ebird,0,CA_Los Angeles_B83_B_397
ebird,502,CA_Los Angeles_B84_B_398
iNaturalist,40,CA_Los Angeles_B84_B_398
other,2,CA_Los Angeles_B84_B_398
ebird,35,CA_Los Angeles_B85_B_399
iNaturalist,20,CA_Los Angeles_B85_B_399
other,4,CA_Los Angeles_B85_B_399
iNaturalist,4,CA_Los Angeles_B86_B_400
other,0,CA_Los Angeles_B86_B_400
ebird,0,CA_Los Angeles_B86_B_400
iNaturalist,1,CA_Los Angeles_B87_B_401
other,0,CA_Los Angeles_B87_B_401
ebird,0,CA_Los Angeles_B87_B_401
ebird,535,CA_Los Angeles_B88_B_402
iNaturalist,10,CA_Los Angeles_B88_B_402
other,1,CA_Los Angeles_B88_B_402
ebird,30,CA_Los Angeles_B89_B_403
iNaturalist,4,CA_Los Angeles_B89_B_403
other,0,CA_Los Angeles_B89_B_403
ebird,789,CA_Los Angeles_B9_B_404
iNaturalist,21,CA_Los Angeles_B9_B_404
other,13,CA_Los Angeles_B9_B_404
ebird,2,CA_Los Angeles_B90_B_405
iNaturalist,8,CA_Los Angeles_B90_B_405
other,0,CA_Los Angeles_B90_B_405
ebird,65,CA_Los Angeles_B91_B_406
other,0,CA_Los Angeles_B91_B_406
iNaturalist,0,CA_Los Angeles_B91_B_406
ebird,155,CA_Los Angeles_B92_B_407
iNaturalist,10,CA_Los Angeles_B92_B_407
other,0,CA_Los Angeles_B92_B_407
ebird,307,CA_Los Angeles_B93_B_408
iNaturalist,109,CA_Los Angeles_B93_B_408
other,0,CA_Los Angeles_B93_B_408
ebird,130,CA_Los Angeles_B94_B_409
iNaturalist,10,CA_Los Angeles_B94_B_409
other,0,CA_Los Angeles_B94_B_409
ebird,29,CA_Los Angeles_B95_B_410
iNaturalist,13,CA_Los Angeles_B95_B_410
other,0,CA_Los Angeles_B95_B_410
ebird,174,CA_Los Angeles_B96_B_411
iNaturalist,31,CA_Los Angeles_B96_B_411
other,0,CA_Los Angeles_B96_B_411
ebird,20,CA_Los Angeles_B97_B_412
iNaturalist,20,CA_Los Angeles_B97_B_412
other,0,CA_Los Angeles_B97_B_412
ebird,29,CA_Los Angeles_B98_B_413
iNaturalist,12,CA_Los Angeles_B98_B_413
other,0,CA_Los Angeles_B98_B_413
ebird,52,CA_Los Angeles_B99_B_414
iNaturalist,9,CA_Los Angeles_B99_B_414
other,0,CA_Los Angeles_B99_B_414
ebird,47,CA_Los Angeles_C1_C_415
iNaturalist,8,CA_Los Angeles_C1_C_415
other,4,CA_Los Angeles_C1_C_415
ebird,2250,CA_Los Angeles_C10_C_416
iNaturalist,74,CA_Los Angeles_C10_C_416
other,0,CA_Los Angeles_C10_C_416
ebird,4702,CA_Los Angeles_C100_C_417
iNaturalist,148,CA_Los Angeles_C100_C_417
other,1,CA_Los Angeles_C100_C_417
ebird,890,CA_Los Angeles_C101_C_418
iNaturalist,43,CA_Los Angeles_C101_C_418
other,0,CA_Los Angeles_C101_C_418
iNaturalist,2,CA_Los Angeles_C102_C_419
other,0,CA_Los Angeles_C102_C_419
ebird,0,CA_Los Angeles_C102_C_419
ebird,7,CA_Los Angeles_C103_C_420
iNaturalist,4,CA_Los Angeles_C103_C_420
other,1,CA_Los Angeles_C103_C_420
ebird,35,CA_Los Angeles_C104_C_421
iNaturalist,13,CA_Los Angeles_C104_C_421
other,1,CA_Los Angeles_C104_C_421
ebird,101,CA_Los Angeles_C105_C_422
iNaturalist,2,CA_Los Angeles_C105_C_422
other,19,CA_Los Angeles_C105_C_422
ebird,26,CA_Los Angeles_C106_C_423
iNaturalist,6,CA_Los Angeles_C106_C_423
other,1,CA_Los Angeles_C106_C_423
ebird,417,CA_Los Angeles_C107_C_424
iNaturalist,28,CA_Los Angeles_C107_C_424
other,8,CA_Los Angeles_C107_C_424
ebird,939,CA_Los Angeles_C108_C_425
iNaturalist,52,CA_Los Angeles_C108_C_425
other,1,CA_Los Angeles_C108_C_425
ebird,28,CA_Los Angeles_C109_C_426
iNaturalist,13,CA_Los Angeles_C109_C_426
other,0,CA_Los Angeles_C109_C_426
iNaturalist,3,CA_Los Angeles_C11_C_427
other,0,CA_Los Angeles_C11_C_427
ebird,0,CA_Los Angeles_C11_C_427
ebird,5,CA_Los Angeles_C11_C_428
iNaturalist,17,CA_Los Angeles_C11_C_428
other,0,CA_Los Angeles_C11_C_428
ebird,208,CA_Los Angeles_C110_C_429
iNaturalist,29,CA_Los Angeles_C110_C_429
other,0,CA_Los Angeles_C110_C_429
ebird,599,CA_Los Angeles_C111_C_430
iNaturalist,15,CA_Los Angeles_C111_C_430
other,0,CA_Los Angeles_C111_C_430
ebird,482,CA_Los Angeles_C112_C_431
iNaturalist,26,CA_Los Angeles_C112_C_431
other,0,CA_Los Angeles_C112_C_431
ebird,106,CA_Los Angeles_C113_C_432
iNaturalist,9,CA_Los Angeles_C113_C_432
other,0,CA_Los Angeles_C113_C_432
ebird,181,CA_Los Angeles_C114_C_433
iNaturalist,13,CA_Los Angeles_C114_C_433
other,0,CA_Los Angeles_C114_C_433
ebird,10,CA_Los Angeles_C115_C_434
iNaturalist,17,CA_Los Angeles_C115_C_434
other,0,CA_Los Angeles_C115_C_434
ebird,45,CA_Los Angeles_C116_C_435
iNaturalist,15,CA_Los Angeles_C116_C_435
other,0,CA_Los Angeles_C116_C_435
ebird,389,CA_Los Angeles_C117_C_436
iNaturalist,61,CA_Los Angeles_C117_C_436
other,15,CA_Los Angeles_C117_C_436
ebird,104,CA_Los Angeles_C118_C_437
iNaturalist,8,CA_Los Angeles_C118_C_437
other,0,CA_Los Angeles_C118_C_437
ebird,24,CA_Los Angeles_C119_C_438
iNaturalist,16,CA_Los Angeles_C119_C_438
other,0,CA_Los Angeles_C119_C_438
ebird,132,CA_Los Angeles_C12_C_439
iNaturalist,23,CA_Los Angeles_C12_C_439
other,0,CA_Los Angeles_C12_C_439
ebird,63,CA_Los Angeles_C120_C_440
iNaturalist,47,CA_Los Angeles_C120_C_440
other,0,CA_Los Angeles_C120_C_440
ebird,16,CA_Los Angeles_C121_C_441
iNaturalist,5,CA_Los Angeles_C121_C_441
other,0,CA_Los Angeles_C121_C_441
ebird,86,CA_Los Angeles_C122_C_442
iNaturalist,25,CA_Los Angeles_C122_C_442
other,117,CA_Los Angeles_C122_C_442
ebird,102,CA_Los Angeles_C123_C_443
iNaturalist,16,CA_Los Angeles_C123_C_443
other,0,CA_Los Angeles_C123_C_443
ebird,152,CA_Los Angeles_C124_C_444
iNaturalist,35,CA_Los Angeles_C124_C_444
other,0,CA_Los Angeles_C124_C_444
ebird,85,CA_Los Angeles_C125_C_445
iNaturalist,41,CA_Los Angeles_C125_C_445
other,5,CA_Los Angeles_C125_C_445
ebird,72,CA_Los Angeles_C126_C_446
iNaturalist,21,CA_Los Angeles_C126_C_446
other,0,CA_Los Angeles_C126_C_446
ebird,502,CA_Los Angeles_C127_C_447
iNaturalist,78,CA_Los Angeles_C127_C_447
other,0,CA_Los Angeles_C127_C_447
ebird,50,CA_Los Angeles_C128_C_448
iNaturalist,53,CA_Los Angeles_C128_C_448
other,0,CA_Los Angeles_C128_C_448
ebird,20,CA_Los Angeles_C129_C_449
iNaturalist,11,CA_Los Angeles_C129_C_449
other,0,CA_Los Angeles_C129_C_449
ebird,95,CA_Los Angeles_C13_C_450
iNaturalist,20,CA_Los Angeles_C13_C_450
other,0,CA_Los Angeles_C13_C_450
ebird,5,CA_Los Angeles_C130_C_451
iNaturalist,8,CA_Los Angeles_C130_C_451
other,0,CA_Los Angeles_C130_C_451
other,0,CA_Los Angeles_C130_C_452
iNaturalist,0,CA_Los Angeles_C130_C_452
ebird,0,CA_Los Angeles_C130_C_452
ebird,1,CA_Los Angeles_C131_C_453
iNaturalist,4,CA_Los Angeles_C131_C_453
other,0,CA_Los Angeles_C131_C_453
ebird,12883,CA_Los Angeles_C132_C_454
iNaturalist,1,CA_Los Angeles_C132_C_454
other,0,CA_Los Angeles_C132_C_454
ebird,76,CA_Los Angeles_C133_C_455
iNaturalist,2,CA_Los Angeles_C133_C_455
other,0,CA_Los Angeles_C133_C_455
ebird,808,CA_Los Angeles_C134_C_456
iNaturalist,14,CA_Los Angeles_C134_C_456
other,5,CA_Los Angeles_C134_C_456
other,0,CA_Los Angeles_C135_C_457
iNaturalist,0,CA_Los Angeles_C135_C_457
ebird,0,CA_Los Angeles_C135_C_457
ebird,38,CA_Los Angeles_C136_C_458
iNaturalist,1,CA_Los Angeles_C136_C_458
